Creator_Experience_Years,Videos_Per_Month,Avg_Watch_Time_Min,Content_Quality_Score,Niche_Competition,Thumbnail_ClickRate,Upload_Consistency,Audience_Retention,Ad_CPM,Platform,Content_Type,Audience_Region,Monthly_Revenue
8,17,3.0660764836220187,3,0.01725550538933429,1.7536928457978074,5,50.10040431834294,9.636055128883337,YouTube,Education,US,5140.693110233468
8,9,9.5541383418337,7,0.9233281956950025,9.754952887793822,6,78.46877051900111,8.684278174780825,YouTube,Education,India,5011.748538963745
0,9,16.21096214237093,2,0.8736383919074772,5.634645156130783,3,41.04940692842526,7.860308614789042,YouTube,Gaming,India,3696.4661473488945
5,44,6.229090891525118,9,0.6322242479761019,5.555982296977955,3,92.83720380197586,4.408742101317731,Twitch,Gaming,US,4688.435498770744
1,13,11.165254933208336,2,0.11017994021891786,8.409216724995488,4,63.7128159132099,12.218691552306682,YouTube,Vlog,India,4512.56960725851
2,71,5.93870899201653,4,0.16200162773191873,6.451219072486105,1,52.245120814201634,8.484597203099426,Twitch,Education,US,4607.735994210334
7,5,23.813963828070886,1,0.7735437364366978,17.263963919572667,6,51.12153990058071,2.75030619345011,YouTube,Vlog,Europe,4149.500541356465
10,60,17.119370099693718,5,0.05259316527675084,1.3814733695715753,4,63.50735216142349,3.949310608094898,Twitch,Education,US,4811.427964814355
4,75,10.106427907626394,3,0.22363443754653112,7.2076535722394475,9,47.758282387508494,8.195037968862772,Instagram,Vlog,India,4476.460842630894
8,22,9.791367708936596,4,0.6547617208795464,13.616687453371654,3,78.26973561840668,5.996842349389034,Twitch,Education,Europe,4847.016935514549
8,31,16.53937849445609,2,0.29886038912899526,13.128368445606476,8,92.14056732859922,2.679472239076268,Twitch,Education,Europe,4502.077424553123
5,5,7.131188503955456,4,0.21665214103205066,11.654090685689043,3,56.57019137546177,7.975079553245338,Instagram,Gaming,India,3948.167468381259
4,51,9.013402592337613,5,0.5351797840520403,7.580326520055029,7,38.36111346197133,11.220282622465932,Instagram,Vlog,India,4851.586469916952
11,24,8.10866834331997,6,0.3197015140547206,4.332102599059668,2,36.39966595353226,0.8476260182693769,YouTube,Education,Europe,4114.146300561799
3,20,20.988597391232314,2,0.0042688715075874795,12.220564281763558,7,26.966744087822065,6.146037819627404,YouTube,Education,India,4646.479689250995
5,70,17.840785342477247,2,0.8345999771810457,3.0652519554430393,8,57.32242505001515,1.1022232394808131,Twitch,Vlog,Europe,3848.053191511412
11,2,20.458577986473717,8,0.45655293825113297,4.751050437906404,8,52.096272290804826,13.143744347413666,YouTube,Gaming,US,6319.828764138137
8,48,2.692497887902115,9,0.6114176401921054,8.008533044492738,9,25.517686062574583,1.024873472553377,Instagram,Gaming,Europe,4528.7052215661615
2,25,12.754854236982421,4,0.6743201452605424,13.523374036849187,5,36.538036034638395,14.845767568184986,Twitch,Gaming,India,5381.218044026023
9,5,18.19046957887502,1,0.7099960278710089,14.267319109150343,1,34.270537136820025,2.3159999040691677,YouTube,Vlog,India,3521.1125309636172
10,9,9.234149248294042,3,0.5078634982851233,6.858393440610003,7,35.087870740323396,9.053073910867036,YouTube,Gaming,India,4742.640352501078
11,18,14.772607342205593,4,0.8561485627298294,3.148702760022803,1,67.62297424358135,5.456959755374999,YouTube,Vlog,US,4729.6568422186565
2,20,20.632156791487766,8,0.4057387552083115,3.2713166415836863,4,84.62512641982565,3.7513334745366116,YouTube,Gaming,Europe,4283.2359279032635
10,61,18.364825265954906,3,0.7115185565971388,11.033967885724913,6,86.00480876764561,2.5836150129590507,YouTube,Vlog,India,4169.207602764544
9,46,8.61250459994306,5,0.48509820983196494,1.8101967361600437,3,43.57907727695509,9.717939983568542,Instagram,Education,Europe,5133.834776516158
5,27,20.875390568017572,4,0.6975265245281087,17.007727346411652,1,25.031802801037845,11.376243364521255,Twitch,Vlog,India,5035.256276337201
7,7,23.68252809305118,8,0.8646003139378987,5.998612049554528,1,63.862126046828024,5.824774001735803,Twitch,Vlog,Europe,4323.079486776849
11,10,1.0246392742565469,1,0.463278511438168,13.690965414920873,2,85.39615730657596,12.682274564597208,Instagram,Gaming,India,5004.660276386113
11,61,15.866035548903962,9,0.5891613402674748,1.7448182762425501,3,50.63460757914866,3.380344386781227,Twitch,Gaming,India,4455.838481038947
6,17,15.488666491818169,7,0.16723125399571603,7.789047269225671,9,40.96467253941671,5.934899114321986,Twitch,Education,US,5101.541941375783
0,9,22.178848147303867,6,0.4020019273679356,12.3087728641093,3,48.38141363396471,0.5807909432787886,Twitch,Gaming,India,3008.8080159825854
7,6,1.585813642359776,7,0.5320903976489507,12.82566402783077,7,54.02400529167515,6.857715789527582,YouTube,Vlog,US,4721.179828737224
10,47,20.223949195443552,6,0.9000683069955803,11.773646368380556,3,83.19977663055175,7.30945468861406,Instagram,Education,Europe,5459.08264834845
11,50,2.0769832482841375,1,0.9595111875633439,11.243604652800238,9,76.44652350630693,10.429715906740821,YouTube,Gaming,India,5479.032072487708
5,58,24.888300679007507,9,0.3838965792363921,5.25178348884555,5,52.37519909926543,3.5517255433643204,Instagram,Education,India,4379.250636955133
11,49,11.409710535719924,5,0.6460692607230111,6.235244373974327,9,93.90940475232532,6.378195963930973,YouTube,Vlog,Europe,5399.14819912713
9,50,5.448980599871066,2,0.5620739461971068,13.671904596387332,1,44.09923281117381,6.262748528182544,Twitch,Gaming,Europe,4697.888999937318
0,39,4.529301350523281,3,0.6255038737584274,2.399073110644265,7,73.18889075629124,9.117081789779292,Instagram,Gaming,Europe,4377.500617673642
2,78,5.179880562494219,7,0.25021511535101937,14.955455111791409,2,92.23975378640598,3.534063811893111,YouTube,Education,India,4313.823379566372
7,30,12.912484992801998,9,0.7571868591687262,12.04119095464226,1,92.51876390718364,3.080676946889519,YouTube,Gaming,India,4300.672124174807
11,57,20.14591914066645,4,0.2512143889421282,14.709670933833317,8,40.29606339950823,7.395962047219991,YouTube,Vlog,Europe,5809.891378431786
11,40,24.704190198340136,3,0.604981072406312,11.958149876182281,2,83.5106513908967,9.874561206929359,YouTube,Gaming,India,5913.931842990221
0,19,11.500119163276487,1,0.8759775306355999,5.293728418676566,6,66.30934668230452,3.290177314577906,YouTube,Vlog,Europe,3407.2551328310997
3,14,5.965358626623447,8,0.19468418539228227,11.108853056476656,6,72.84071047000384,9.530947591029893,Instagram,Vlog,US,4950.20855168102
5,5,20.676263164784697,6,0.9993207210946367,17.02377736290835,3,58.30578570985022,12.401843670235126,Instagram,Education,India,5083.953846225416
11,58,8.507597010573493,7,0.6080816670573166,9.7818886044489,3,76.96885194563436,0.5952789819432964,YouTube,Gaming,India,4162.307792261525
5,27,4.051133081327887,8,0.8856933502275645,1.4151397262143166,1,39.707590041550425,9.924168249816363,YouTube,Gaming,India,4609.947351033303
10,77,10.820591669318922,7,0.1225188329816086,9.790706673860509,4,31.086865108709514,2.274634060093481,YouTube,Gaming,India,4610.529121178285
0,71,12.008704923828237,8,0.19259407366555803,14.584722978015707,7,32.76013352555273,8.314803360180274,YouTube,Gaming,Europe,5374.219918323885
6,66,8.082254517208405,2,0.7411784563057456,8.305435351204014,8,84.51456507699694,10.393533136821047,YouTube,Education,US,5610.238593165683
8,37,9.786376956489335,2,0.09350446578426985,6.233871654190825,7,85.76498967591871,6.184498460130642,YouTube,Gaming,India,4553.622318935538
2,26,11.062983944313263,9,0.2385355531945731,5.249641120191992,9,72.17776384935232,8.853809662929915,Twitch,Gaming,India,4641.591909462797
1,77,11.682720594622472,4,0.5667076020500603,11.526954913299877,6,36.39857141908578,3.5643025870869116,YouTube,Education,India,3959.147583577383
3,61,14.270552602713181,7,0.7421924001286853,6.758140563560735,4,64.41186303524486,13.758771025953417,Instagram,Education,Europe,5691.671841329675
2,67,13.480098997671043,8,0.16625065695220753,12.877049834901449,9,48.51039363850599,8.058347675476659,YouTube,Gaming,US,5672.883931404048
2,2,13.25692183351288,2,0.37767990868862045,2.3761714522908144,1,86.60237028615033,0.6993036971390694,YouTube,Education,India,2190.841639991832
1,34,1.9303791066060745,9,0.8134081739347968,12.555485011614751,7,77.17862343394756,5.05379405773567,YouTube,Education,India,4118.819470494872
4,19,15.597131668341486,7,0.5214540903578726,17.76672939991636,5,43.767589767424155,11.4103425450066,Twitch,Vlog,US,5789.817107314457
8,33,6.06387574451549,6,0.3717709705597032,16.2837403161055,3,49.94273748617448,2.7894264669047786,YouTube,Gaming,US,4856.507930780882
5,42,18.233207691505974,7,0.1533095749879977,15.280103599772163,1,57.365352630827445,8.794706222404075,YouTube,Education,Europe,5608.360306566813
5,8,22.874074922974554,6,0.9796060429586121,12.951393773556969,3,90.48235654588133,3.836239374160654,Instagram,Vlog,India,3565.163582670744
7,52,15.536105803391912,1,0.9380086815747802,1.4943049367423313,8,65.52091199691435,9.133428965043777,YouTube,Vlog,US,5155.7930018585
0,29,16.372096696474063,6,0.07890092841925078,8.255123150490235,2,31.527965463648254,5.059101868022732,YouTube,Gaming,Europe,4307.983345662228
8,45,10.289058509474952,7,0.5446015020308985,9.807069742106172,6,76.9505311488704,6.326566682278979,YouTube,Vlog,US,5471.442067086826
4,68,24.232648037435684,2,0.5687592070637588,2.1588016126749348,4,87.79829605337143,6.131478916797495,YouTube,Vlog,India,4194.502609687915
7,43,16.24555976381955,7,0.5000425339755751,4.621903539652346,3,33.547547404847315,1.0543656273166255,Instagram,Education,India,3509.2930510518086
9,54,1.8363906599800757,5,0.4904025658021466,9.312573945887143,3,79.24441454978202,6.859867623059695,YouTube,Education,India,4810.879354168762
8,46,8.161048295236116,4,0.8748436376872636,3.7057223856980848,1,38.821182721189714,6.318897886714335,YouTube,Vlog,US,4444.068354659584
6,16,9.659015355250824,2,0.46246133970177816,5.385540622303345,5,36.01197278551715,8.074927389992121,Instagram,Gaming,US,4573.75617462075
2,39,16.22126917395213,9,0.6786431435530148,1.8085217334405836,3,46.18523359804969,1.009941947795351,YouTube,Gaming,India,3582.596714219105
9,27,14.906671920149037,5,0.39579195556143787,17.94057806011037,4,89.46716944442619,1.8337909285990626,Twitch,Gaming,US,4895.421224680772
9,64,5.341798343665813,7,0.7652627376297663,16.771796383873966,9,64.48098295324277,13.847927681996724,YouTube,Gaming,India,6558.370423558356
6,78,7.3637763862108985,8,0.0254839614201382,13.6502000282492,2,87.603813787236,3.6048397548951536,Twitch,Gaming,India,4375.037192538105
0,34,22.894975099910702,2,0.3020786043108341,7.186215643945216,1,58.24432099501295,3.4845760156966055,YouTube,Education,US,4159.892128405725
10,46,2.0447824573658515,4,0.008924850968413334,17.65327457246972,6,58.11807145889157,1.045512909642203,Instagram,Education,US,4581.202552464436
5,29,8.591612186542376,2,0.06597842020704481,7.9221932445841,5,86.42905620094379,14.616055365205353,Instagram,Education,India,5289.167025366981
6,1,8.01182291923137,7,0.4728391371199344,16.580984371556674,5,79.66005922029973,1.8975357887787492,YouTube,Gaming,India,3468.1038535969997
5,67,9.365498778891439,1,0.6449178704506323,4.8300394528125175,7,28.855093229588427,11.320251947531728,YouTube,Education,India,4932.440978090215
1,77,14.798496164308059,3,0.41273434093581773,6.23863249463009,4,65.00910219228021,9.799367987394154,Instagram,Gaming,US,4894.358035002089
8,25,2.7434773740197578,4,0.7357577510705886,4.371491044861827,1,31.424521262648632,11.819390166304999,YouTube,Gaming,India,4885.128366218924
3,68,5.790819761677329,8,0.6433471735001333,17.564443259342042,6,51.45690638175075,14.335018853526027,YouTube,Education,Europe,6480.086786615762
0,52,15.535256353047757,6,0.0561274726400276,2.2687599269397625,3,64.34408942301587,14.603640774582828,YouTube,Gaming,Europe,5660.562991365805
4,8,6.000761327458626,7,0.2078236503097718,14.745948251972788,1,67.69515632058511,7.925306704057393,Instagram,Education,US,4771.094905683531
11,42,23.02330443109227,8,0.7647614679558529,16.11157716270943,6,93.23067850560606,8.95096272781944,Instagram,Education,Europe,6372.506233152679
7,55,14.096316945210287,6,0.48785551090010504,6.67294498041349,8,46.96885864959914,8.765127366577191,Instagram,Education,US,5473.446493460139
3,25,13.810999829844995,6,0.4410058795271422,7.904298369070052,3,35.89975126342895,4.163122877444396,Twitch,Education,Europe,4414.123329483249
6,36,23.756494734989616,8,0.5988407993711042,2.294738925582167,6,62.07922432720725,9.59435976313291,Twitch,Gaming,India,5137.563459032715
3,55,23.246040768652197,3,0.6778066973773819,14.595435617288913,1,91.89833515741645,12.82442918298486,YouTube,Education,US,6071.650059406933
4,31,23.926700159919484,1,0.8053974542769512,4.184976072738813,2,72.82107096129184,3.42050638350267,YouTube,Education,India,3616.7188731251745
11,74,7.18032965132231,6,0.24999624494612893,16.839978158146316,5,27.12851781652038,12.987238518850132,Instagram,Gaming,India,6178.875415795619
1,40,3.254922878002631,9,0.760204877871242,10.87277151573127,9,74.77567516805725,7.185857343885465,YouTube,Vlog,India,4573.766729758709
11,54,15.513784895595585,4,0.6071568394395213,3.3508609918334757,8,44.22993228600279,12.558603289693274,Instagram,Education,US,6255.57419998717
7,73,1.5938904092600463,1,0.9565784252798067,3.9182378134900375,1,27.847493865018333,5.164420055889797,YouTube,Gaming,Europe,4183.565987422536
4,59,22.300328939669452,5,0.17661405852648548,10.127740492844032,9,70.49591755515053,10.520442146948108,Instagram,Gaming,Europe,5663.018847416568
6,63,22.89234905084585,2,0.2806682961865309,1.9603977015899856,3,79.0887959126868,6.813072589742184,Twitch,Gaming,US,4861.539448537387
11,55,10.729848232825926,5,0.5912519325709941,1.2635475977050192,4,52.63097264414044,6.848724656385208,YouTube,Education,India,4787.068522486127
5,37,21.934461879288055,5,0.947253244833959,12.229602594445664,9,62.32254686895876,13.290239772283709,YouTube,Education,India,5819.791793970302
9,55,4.4656164962177884,3,0.7846463692583949,12.418589136915715,9,82.51868485361305,6.521758306592103,Instagram,Gaming,US,5135.93480574376
6,6,17.82734127082439,1,0.7980265221707245,16.798472024612785,4,49.10579574050198,2.919603150152681,Instagram,Gaming,India,3562.6782007434986
6,31,12.746660577029091,6,0.30653326852177665,3.100490845162469,1,80.0666547472888,12.0745399759136,YouTube,Gaming,US,5569.2381210086705
3,8,21.96060686526799,7,0.02420505336259815,6.570995080479723,6,79.85211446744799,6.560878389852482,YouTube,Vlog,US,4760.757197852798
5,74,10.253910895359754,6,0.01631409340786405,15.323678575258821,4,26.440091650742573,11.324122090652756,Instagram,Gaming,US,6026.523633227932
8,29,16.051351030121744,3,0.639056972748361,3.192299053257024,4,72.2739818850574,12.27171627497219,Instagram,Gaming,US,5640.850894549869
5,2,13.633578076871789,3,0.5086916276438066,7.09540354016257,7,28.582413684605463,8.76171119467467,YouTube,Gaming,Europe,4561.612533810214
11,28,3.144139084069873,3,0.9763152388441095,13.846478152498662,6,78.64162206840032,0.9730244055348249,Instagram,Gaming,India,3767.7957876164005
10,20,22.32551228825593,3,0.5422865359299975,4.120837729036258,2,63.180359702332396,14.71677974957791,YouTube,Education,US,6177.044149104596
3,10,21.191014071889914,9,0.009079551160133703,12.096513446277916,4,81.88351050080827,5.440603877891457,YouTube,Vlog,US,4887.050717978421
11,33,20.083292938381412,6,0.2704539720990735,14.276284077657426,5,81.60350783659717,3.0755939221409196,YouTube,Education,Europe,5294.108788375411
4,65,10.200082992696046,3,0.2582349495978731,8.535032090827691,3,65.89028104600564,14.822133985556603,YouTube,Gaming,US,6295.404064339868
9,32,3.5843142040622036,7,0.7780131160188315,6.109577372130476,9,73.60608054245553,13.145225811897078,YouTube,Education,Europe,5996.214257805446
6,66,13.49736945936264,4,0.6830732582706678,12.278024120026615,3,27.640122693869102,2.481270498747759,YouTube,Education,US,4661.442553850694
7,56,12.797030380313757,2,0.963859348523073,13.510359531191593,8,76.92145362197579,1.196588541350358,Twitch,Gaming,India,3983.1867305509527
8,24,1.7432101951100503,6,0.8035265719558373,7.030566680174247,4,46.137451945284106,11.900338646903197,Instagram,Gaming,US,5735.802575360479
5,60,16.784609263879886,8,0.01409895330339439,14.698124444544412,5,81.0774244895307,12.860908619660975,YouTube,Vlog,India,6077.422924619267
1,1,24.424094633788886,2,0.7118258514325945,8.409903741736342,9,69.15222890230145,8.784081839830542,YouTube,Education,US,4442.160827548639
0,63,14.215684105423904,6,0.3533062652748029,3.797819069406156,1,85.42982738396698,9.747364812553526,Instagram,Education,Europe,4840.097162057322
11,72,5.810635376339454,6,0.725511761561756,17.632365225492237,2,73.62885243116142,8.854424906547585,YouTube,Vlog,US,5881.362127255752
6,78,1.9745911786944799,7,0.5180312805638655,1.4407599730332419,8,35.84224307191787,6.726116424035905,Twitch,Education,Europe,4881.991272893657
8,19,2.9394435014164406,8,0.6695908065253994,9.740077540065759,8,64.4697013139409,13.465984748589097,Instagram,Vlog,US,5765.952175234774
5,11,19.546072032152104,6,0.7193537315103437,4.500588167160821,5,94.55565537440366,2.8003856428822087,YouTube,Gaming,Europe,4342.8459184830335
1,53,8.245488703622277,2,0.715691952510237,11.376934890563922,1,47.98677013307636,11.542739204708516,YouTube,Gaming,India,4726.512732051292
0,1,14.540107210920702,7,0.025001615702683444,8.072973784657467,8,39.45875101414883,11.248128921630585,Twitch,Gaming,India,4362.727149811395
7,39,13.511052670688485,1,0.10699643700978645,7.205608709953821,5,75.62340329886092,1.1204068502330835,Instagram,Education,India,3382.100017183443
3,42,20.79671426942014,5,0.7426937767516908,9.502523812336433,4,77.18208469151878,14.301564221337582,Instagram,Education,India,5642.680878430344
3,32,18.149542664216465,1,0.7119490267071543,6.032051652489992,4,88.37616558897051,13.41970090095628,YouTube,Education,India,5195.523124730657
5,20,12.89213189412388,5,0.6370973058863263,17.90561833757567,8,36.896212044378274,14.396698056155559,Instagram,Vlog,India,5554.232866767608
10,67,3.5488791202367134,3,0.28684080809255463,4.232050088718234,2,48.39326869962895,13.195223413434714,YouTube,Education,India,5487.7310045945
10,58,16.53093040224894,6,0.4418789761008155,1.608745665622302,5,92.79169395436503,6.046726294771793,YouTube,Education,India,5013.244419633324
4,10,24.11863426726703,7,0.1075013537560654,3.6836171786211915,1,49.723134515799785,7.9593523192920195,YouTube,Education,Europe,4844.60900283253
7,11,1.4484799403928639,9,0.9758306845413788,12.925979548343198,1,38.26129479178514,4.143381497875032,Instagram,Education,Europe,4088.5479934445893
8,38,18.84230893790753,5,0.5974036327043768,9.599611091867894,8,55.57620375992923,13.279625936749156,YouTube,Gaming,India,6186.177098942964
10,59,6.840588089584304,3,0.1383892776812492,14.265210610319835,4,40.170153305909345,5.384087992430429,YouTube,Vlog,US,5199.914765536088
8,46,23.60657996064581,5,0.7784287757565087,7.635010051714592,9,48.89562682499476,3.5943634826347743,YouTube,Education,US,5148.795977005183
7,2,18.400597198117797,2,0.7720483827155019,11.233955518425324,1,93.77387824564869,3.6675690634797444,YouTube,Education,India,3378.1089756260963
0,3,14.141549126500593,9,0.5507463189931102,12.235053478387783,7,36.61734915769778,5.591944860220308,Instagram,Vlog,US,3913.9208201025976
1,31,5.195905818779499,7,0.2613210435622375,15.138109058261312,3,85.55981508401698,8.651422759424777,YouTube,Gaming,Europe,4918.4327848384355
8,37,16.46445361114248,8,0.7862911382382289,1.7683195418019668,4,94.98986366355481,2.903854148889795,YouTube,Education,US,4543.117199300122
1,26,1.4197393717882694,8,0.8931122034175482,4.600679977758903,6,84.52666317049028,2.454570043569035,Instagram,Education,Europe,3527.2185917299553
1,20,5.91378771680846,9,0.49245120742421533,8.984608983692187,7,83.52861134698088,8.614119116754189,YouTube,Vlog,India,4691.321086774675
7,17,7.131071231587088,4,0.5884013640294091,14.893350355825335,6,30.376994848799562,1.223688822096312,Twitch,Gaming,Europe,4184.960772998421
5,10,14.719847887198505,5,0.9232489665555005,2.895046669939029,1,66.83313950169904,12.118592983380095,Instagram,Education,US,4933.3923034508025
9,60,20.37564646725438,7,0.29393737815035115,8.269389871673816,7,87.07200502704205,5.059211627288531,YouTube,Education,US,5647.732028181883
4,8,21.77384947755196,9,0.8980277529935,9.49449371913771,4,56.20584678086475,3.382141178517525,Twitch,Vlog,Europe,4101.218086743428
5,37,10.700132793646844,8,0.7703791616895289,1.468066504147451,6,43.72924716288538,4.013419145573921,YouTube,Vlog,Europe,4351.037648841558
6,78,11.337894494749037,7,0.537491781057913,13.80116123811146,5,39.51688989474264,4.553049360354331,YouTube,Gaming,US,5118.842601713553
8,33,15.10731527295601,9,0.28513821204979284,2.1970368371499407,5,64.17010000145633,11.625294790439497,Instagram,Education,India,5273.176323075642
7,79,2.0926945544313575,2,0.0896155746348789,1.8694634169232178,6,86.50240928547677,8.414604594802373,Twitch,Gaming,Europe,5245.709887295674
10,67,2.032870619898098,9,0.5284598327804986,16.552504666816823,2,84.31296582383727,7.676825873258386,YouTube,Education,US,6014.459826747795
5,22,15.54965379198682,9,0.4095988162664336,3.5215360987528563,2,48.08129966829951,4.111649915688505,YouTube,Gaming,India,4214.516893368205
1,66,21.935633668115855,5,0.19460345323503714,10.859744321288003,6,69.4782602310742,4.341518928819394,YouTube,Education,US,4958.541970902754
11,71,20.114119037746168,1,0.6378778741854201,11.450809543675,2,50.8854139456822,11.557528254642495,Twitch,Education,Europe,5890.776980740102
0,12,12.700750349144503,7,0.7568244243389064,10.038222340364245,6,64.69809780233011,6.3749290613841065,Twitch,Gaming,Europe,4335.746700264857
6,23,8.793164009031283,9,0.5400873446874699,8.259661130939175,4,59.168965874805046,12.17293468158618,Twitch,Education,US,5772.738488286024
4,9,21.43588871336065,8,0.042267114357726676,9.663098342111503,8,43.87984118896499,9.53731170742839,Instagram,Education,Europe,5249.8821490555265
11,2,11.975909737452756,3,0.4076907172012899,16.084527280226553,9,53.733689874866556,8.729097504942413,YouTube,Vlog,US,5321.163867928519
11,38,20.742452312847977,6,0.9870528582767121,8.251641914236968,2,78.64678926261624,13.032065903664966,Twitch,Gaming,US,6303.781103156776
10,76,1.2697138678931967,2,0.48636867235557935,16.93269637240716,7,28.14893671013879,6.630861450302613,YouTube,Gaming,India,5042.64540168728
7,58,16.005458916742775,4,0.8856834823009816,12.642781538227583,3,31.597484917242383,14.323325719489576,YouTube,Education,India,5872.374776638036
3,43,5.207402657454109,8,0.23666817566435783,5.014333915435306,9,91.44758677875132,13.940017920300331,YouTube,Education,India,5713.710945376429
2,16,13.05229325301842,1,0.968661362531301,3.7665063337273414,5,63.406278886875754,3.763289367351152,Instagram,Vlog,India,2921.425449233277
9,32,7.168607959531939,6,0.8335763591487064,1.106872874282255,4,77.41671492018705,10.126845266966496,YouTube,Education,US,5624.355000302886
5,2,1.289186509772966,6,0.8861389609767293,1.3104987754261699,5,88.07516908940161,13.530166046537882,YouTube,Gaming,Europe,4856.103403643324
4,5,24.468023003745465,9,0.1660720067434468,5.067807982050732,3,58.715799359379155,7.121723196180108,YouTube,Vlog,India,4287.675264881241
5,17,23.421158548512977,6,0.5842589668624625,13.63603413522775,4,73.93248486719038,7.944601438780211,YouTube,Gaming,US,5518.525658973412
7,14,23.821072654130884,3,0.8530676970200467,10.899482280267367,6,78.39811832700691,3.0812121291154217,YouTube,Gaming,India,4218.605877338876
1,18,14.060115519689905,8,0.04364261619177301,14.390202823009362,4,55.89568026868784,4.910290826755024,Instagram,Education,US,4628.73027411181
10,46,1.148885138847425,2,0.09466281324972659,1.3890138201447755,4,94.16840088814081,14.596287938790695,YouTube,Gaming,US,6037.072810799249
0,38,11.031526878868696,9,0.5155583958805069,16.28229761894958,9,93.78411932163985,7.260245279843469,Instagram,Education,US,5244.511663196449
4,66,14.831907863609544,8,0.5961726353070633,7.412788552695005,7,41.79405958988283,10.657835673019367,YouTube,Gaming,US,6022.952123259807
8,14,1.4421208879269773,4,0.3645113306226091,10.435015638511278,6,66.26428878428943,10.0638864183653,YouTube,Gaming,India,4728.719222241776
8,1,12.22129559855093,9,0.9535567425898107,15.072457034337813,1,56.037696168485525,2.10676776979618,YouTube,Education,US,4096.964724133728
2,50,20.730041875175623,8,0.19829976908706304,16.78367534965442,6,39.43774536604657,3.1657802586607713,Instagram,Gaming,US,4898.529443828258
9,13,17.79991523733714,6,0.2551275367446817,8.365289705492968,1,86.34821541966264,9.149954986805433,YouTube,Education,US,5535.700955244407
6,37,11.288920592548081,3,0.8992048690412414,15.3325923785977,8,62.18851620595362,1.0793656300163406,Instagram,Vlog,Europe,3760.599690057351
7,9,10.610014087998369,1,0.5392508346509179,11.830351201622394,3,75.4674152861126,6.6622546850023125,YouTube,Gaming,Europe,4713.32018927436
3,53,12.300269749690113,8,0.7831460606821525,5.722362239211292,9,69.04148112608058,4.197704322251287,Instagram,Vlog,US,4354.114895289726
0,57,11.51880030193464,8,0.20477311659191233,3.0201734923869923,5,88.53593470235305,10.953504518669181,Twitch,Vlog,India,4758.624867770601
7,55,5.35662329929502,3,0.6875200904716312,12.166105595151514,4,28.32165528478604,9.107735721267398,YouTube,Vlog,India,4576.333862676648
2,23,8.918506798635335,4,0.010398579440153988,5.607377151162134,3,90.24310088337388,9.553946135440604,YouTube,Gaming,India,4364.819021707153
2,48,8.686264801472703,5,0.1057817672723601,2.1142245489441427,3,34.337722225424805,4.450139614924977,YouTube,Vlog,India,3537.222670228161
7,52,24.521542604982084,6,0.3912801045186294,8.74741798618512,5,63.65638964282476,11.484131043853358,YouTube,Education,US,6447.415114021453
8,33,2.31531490445637,2,0.14607708328539726,13.669233290559257,6,53.72707590963794,4.343665906481947,YouTube,Education,Europe,4565.171430913539
8,75,9.226766923354814,2,0.6156471466983262,16.811682015034954,9,50.691324903918385,14.279434864074448,Twitch,Gaming,US,6799.10881135951
1,57,2.451760438394226,4,0.009329812629908951,13.147808836851661,8,31.3525210423769,12.99905965723245,YouTube,Education,US,5957.325691476343
7,51,12.852627646572852,2,0.7124375732796095,12.517448682787634,7,42.702338744963455,1.9680582885180946,Twitch,Education,India,4031.7156769215358
2,41,1.1866281123289868,6,0.7249011984218754,7.205257224690049,2,63.97200569784662,4.95985954962007,YouTube,Education,US,4098.357163491422
3,25,13.497031642676028,8,0.22554103751004628,14.630325484581352,2,32.57354601270274,6.99055419522308,Instagram,Education,India,4452.189528237007
11,50,13.165122603343768,1,0.7682114621311483,2.0654003136651724,8,59.86112817612765,5.64248813726567,YouTube,Gaming,Europe,4869.649451410028
7,52,16.63239525995047,9,0.8061556376717739,8.24866391439468,6,77.14703574590436,4.051598242708511,Instagram,Gaming,Europe,4923.907533271357
4,50,19.37874293994994,1,0.17340414305983165,3.99038076419058,4,88.35682856901084,7.655260635861765,Twitch,Education,US,4974.538600572921
3,23,14.772346819724746,3,0.10452471251600348,6.92910798113993,6,59.00923810328439,2.7566592242683683,YouTube,Vlog,US,3999.817361905477
1,2,2.462580988396205,8,0.36273716965811253,10.936603151118156,5,45.96221037762953,4.629446791194603,YouTube,Education,Europe,3681.2956184776854
8,77,12.969367385030225,5,0.569539801020659,10.042692866526409,8,90.3487573693684,12.351800351933697,YouTube,Vlog,India,5877.98239363937
7,36,3.9123765239278354,3,0.018956571430191582,3.3504544638435663,7,87.29133095297527,8.83962655083989,Instagram,Vlog,US,4728.336122575617
11,59,6.526857903530369,3,0.8980158362615103,11.161726283450166,1,62.90150637031257,11.459889452321526,YouTube,Education,US,6213.467568158793
0,59,1.592643776699215,2,0.5967327170784218,14.423388532183276,2,42.84237129602468,6.4585739249084355,Twitch,Vlog,India,3621.88779627024
1,11,17.673250441699807,7,0.42375701769830654,12.317021391585529,5,46.56410566847336,9.259416297566124,YouTube,Vlog,Europe,4998.195873012589
10,35,8.427889209282505,5,0.9351469389771654,10.066512347857227,6,65.89797040531684,14.4533196005143,YouTube,Education,US,6518.445311812178
7,20,14.237284143840652,6,0.6990177978449595,3.2841655584250606,6,90.96478419512214,4.449864867651808,Twitch,Gaming,Europe,4394.019156552344
0,63,15.673275241112718,6,0.7935481753275827,2.2292285802620615,7,50.41521248459301,4.542138600207858,Twitch,Vlog,Europe,3917.973297445523
